STATION,NAME,DATE,HLY-WIND-1STDIR,HLY-WIND-1STPCT,HLY-WIND-2NDDIR,HLY-WIND-2NDPCT,HLY-WIND-AVGSPD,HLY-WIND-PCTCLM,HLY-WIND-VCTDIR,HLY-WIND-VCTSPD,YEAR,MONTH,DAY,HOUR
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T09:00:00,4,269,3,138,6.4,198,135,1.7,2010,2,2,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T10:00:00,3,267,4,193,7.2,111,96,1.9,2010,2,2,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T11:00:00,3,237,2,214,7.9,83,77,1.9,2010,2,2,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T12:00:00,2,261,3,168,8.2,78,38,1.3,2010,2,2,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T13:00:00,2,218,1,187,8.5,78,346,1.2,2010,2,2,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T14:00:00,1,193,2,192,8.9,80,310,2.2,2010,2,2,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T15:00:00,7,208,1,204,9.6,82,288,3.2,2010,2,2,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T16:00:00,7,264,1,164,10.2,73,280,4.7,2010,2,2,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T17:00:00,7,279,8,178,10.5,96,283,5.2,2010,2,2,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T18:00:00,7,343,8,165,10.1,53,279,5.1,2010,2,2,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T19:00:00,7,380,8,145,9.4,76,270,4.7,2010,2,2,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T20:00:00,7,328,6,132,8.8,82,262,4.2,2010,2,2,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T21:00:00,7,312,8,129,7.8,93,258,3.1,2010,2,2,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T22:00:00,7,272,5,172,7,156,250,2.9,2010,2,2,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-02T23:00:00,7,230,5,151,6.5,164,242,2.4,2010,2,2,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T00:00:00,7,197,5,160,6.4,156,236,2,2010,2,3,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T01:00:00,5,174,7,163,5.9,207,227,1.6,2010,2,3,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T02:00:00,7,174,6,167,5.9,193,220,1.8,2010,2,3,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T03:00:00,7,180,6,140,5.6,222,215,1.5,2010,2,3,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T04:00:00,5,167,7,164,5.9,200,197,1.8,2010,2,3,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T05:00:00,4,160,5,156,5.7,249,192,1.5,2010,2,3,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T06:00:00,4,182,5,154,5.7,256,184,1.6,2010,2,3,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T07:00:00,4,189,5,181,5.6,220,177,1.7,2010,2,3,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T08:00:00,4,214,5,150,5.8,211,168,1.7,2010,2,3,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T09:00:00,4,272,3,127,6.3,207,137,1.6,2010,2,3,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T10:00:00,3,279,4,178,7.1,113,94,1.8,2010,2,3,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T11:00:00,3,247,2,203,7.8,87,82,2,2010,2,3,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T12:00:00,2,252,3,168,8,84,41,1.3,2010,2,3,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T13:00:00,2,226,1,189,8.3,84,349,1.3,2010,2,3,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T14:00:00,1,194,2,186,8.8,87,310,2.3,2010,2,3,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T15:00:00,7,203,1,203,9.5,85,288,3.3,2010,2,3,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T16:00:00,7,260,1,172,10.2,76,281,4.7,2010,2,3,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T17:00:00,7,280,8,179,10.3,102,282,5.2,2010,2,3,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T18:00:00,7,350,8,165,10.2,49,279,5.2,2010,2,3,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T19:00:00,7,387,8,145,9.6,67,270,4.8,2010,2,3,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T20:00:00,7,331,8,134,9,82,263,4.2,2010,2,3,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T21:00:00,7,316,8,132,7.9,96,261,3.2,2010,2,3,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T22:00:00,7,269,5,176,7.1,153,250,2.9,2010,2,3,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-03T23:00:00,7,231,5,157,6.5,158,243,2.5,2010,2,3,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T00:00:00,7,187,5,171,6.5,153,238,2.1,2010,2,4,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T01:00:00,7,168,5,162,6,200,228,1.7,2010,2,4,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T02:00:00,6,175,7,166,5.9,196,222,1.8,2010,2,4,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T03:00:00,7,193,6,146,5.6,222,221,1.6,2010,2,4,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T04:00:00,7,179,5,159,5.9,202,202,1.8,2010,2,4,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T05:00:00,7,163,4,157,5.6,258,198,1.4,2010,2,4,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T06:00:00,4,179,5,158,5.6,253,189,1.5,2010,2,4,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T07:00:00,4,181,5,174,5.5,227,179,1.6,2010,2,4,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T08:00:00,4,216,5,142,5.7,216,169,1.6,2010,2,4,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T09:00:00,4,273,3,129,6.3,207,135,1.6,2010,2,4,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T10:00:00,3,271,4,188,7.2,109,97,1.8,2010,2,4,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T11:00:00,3,244,2,201,7.8,80,82,1.9,2010,2,4,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T12:00:00,2,250,3,166,8,96,39,1.2,2010,2,4,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T13:00:00,2,222,1,186,8.3,84,349,1.2,2010,2,4,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T14:00:00,1,184,2,178,8.7,96,308,2.1,2010,2,4,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T15:00:00,1,199,7,193,9.4,94,287,3.2,2010,2,4,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T16:00:00,7,257,1,166,10.1,87,281,4.7,2010,2,4,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T17:00:00,7,261,8,187,10.2,102,282,5.1,2010,2,4,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T18:00:00,7,338,8,170,10.2,53,279,5.2,2010,2,4,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T19:00:00,7,383,8,153,9.6,64,272,4.8,2010,2,4,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T20:00:00,7,330,8,137,8.9,78,263,4.1,2010,2,4,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T21:00:00,7,308,8,137,7.9,96,259,3.1,2010,2,4,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T22:00:00,7,261,5,177,7.2,138,249,2.8,2010,2,4,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-04T23:00:00,7,227,5,159,6.5,160,242,2.4,2010,2,4,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T00:00:00,7,184,5,176,6.5,153,235,2.1,2010,2,5,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T01:00:00,7,174,5,155,6,200,231,1.7,2010,2,5,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T02:00:00,7,173,6,157,5.9,198,221,1.7,2010,2,5,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T03:00:00,7,188,6,146,5.7,222,217,1.5,2010,2,5,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T04:00:00,5,172,7,168,5.9,200,195,1.8,2010,2,5,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T05:00:00,7,160,4,160,5.6,256,191,1.5,2010,2,5,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T06:00:00,4,180,5,150,5.6,258,185,1.6,2010,2,5,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T07:00:00,4,193,5,169,5.6,227,179,1.7,2010,2,5,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T08:00:00,4,223,5,141,5.8,218,168,1.7,2010,2,5,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T09:00:00,4,284,3,128,6.3,211,135,1.8,2010,2,5,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T10:00:00,3,278,4,196,7.2,107,100,2.1,2010,2,5,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T11:00:00,3,246,2,210,7.8,73,87,2.1,2010,2,5,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T12:00:00,2,250,3,168,8,96,50,1.2,2010,2,5,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T13:00:00,2,212,1,188,8.3,82,353,1.1,2010,2,5,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T14:00:00,1,183,2,169,8.7,102,303,2,2010,2,5,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T15:00:00,7,193,1,193,9.5,96,286,3.1,2010,2,5,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T16:00:00,7,250,1,163,10.1,82,280,4.6,2010,2,5,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T17:00:00,7,262,8,190,10.2,100,283,5.2,2010,2,5,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T18:00:00,7,337,8,170,10.3,53,277,5.3,2010,2,5,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T19:00:00,7,371,8,153,9.7,69,271,4.9,2010,2,5,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T20:00:00,7,319,8,147,9.1,78,263,4.2,2010,2,5,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T21:00:00,7,293,8,139,8,91,258,3.1,2010,2,5,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T22:00:00,7,258,5,179,7.4,138,249,3,2010,2,5,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-05T23:00:00,7,221,5,170,6.6,151,243,2.4,2010,2,5,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T00:00:00,7,177,5,172,6.7,153,238,2.3,2010,2,6,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T01:00:00,7,178,5,148,6.3,189,233,1.9,2010,2,6,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T02:00:00,7,177,4,149,6,204,224,1.7,2010,2,6,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T03:00:00,7,197,6,138,5.8,218,220,1.5,2010,2,6,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T04:00:00,7,172,5,170,6,200,199,1.8,2010,2,6,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T05:00:00,4,162,7,160,5.7,263,197,1.3,2010,2,6,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T06:00:00,4,179,7,146,5.7,256,187,1.5,2010,2,6,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T07:00:00,4,185,5,165,5.6,229,181,1.6,2010,2,6,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T08:00:00,4,218,5,141,5.8,218,170,1.5,2010,2,6,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T09:00:00,4,267,3,127,6.4,202,140,1.6,2010,2,6,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T10:00:00,3,275,4,185,7.3,100,99,1.9,2010,2,6,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T11:00:00,3,250,2,210,7.9,71,86,1.9,2010,2,6,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T12:00:00,2,237,3,155,8.1,102,38,1.1,2010,2,6,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T13:00:00,2,202,1,188,8.5,82,339,1.1,2010,2,6,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T14:00:00,1,178,2,174,8.8,96,301,2.2,2010,2,6,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T15:00:00,7,204,1,183,9.6,98,284,3.4,2010,2,6,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T16:00:00,7,249,1,157,10.3,80,279,4.7,2010,2,6,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T17:00:00,7,253,8,193,10.4,94,280,5.2,2010,2,6,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T18:00:00,7,340,8,166,10.4,51,276,5.4,2010,2,6,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T19:00:00,7,368,8,158,10,62,270,5,2010,2,6,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T20:00:00,7,320,8,144,9.3,71,263,4.4,2010,2,6,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T21:00:00,7,297,8,142,8.2,89,258,3.3,2010,2,6,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T22:00:00,7,258,5,170,7.5,140,250,3.1,2010,2,6,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-06T23:00:00,7,227,5,164,6.9,153,243,2.6,2010,2,6,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T00:00:00,5,171,7,163,6.8,156,236,2.3,2010,2,7,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T01:00:00,7,185,4,151,6.5,187,232,1.9,2010,2,7,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T02:00:00,7,174,4,154,6.3,200,224,1.7,2010,2,7,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T03:00:00,7,195,6,148,6,207,223,1.6,2010,2,7,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T04:00:00,4,183,7,177,6.2,196,198,1.7,2010,2,7,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T05:00:00,4,167,7,161,5.9,243,195,1.4,2010,2,7,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T06:00:00,4,189,5,145,5.8,253,183,1.5,2010,2,7,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T07:00:00,4,190,5,162,5.8,227,182,1.6,2010,2,7,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T08:00:00,4,219,5,146,5.9,222,169,1.6,2010,2,7,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T09:00:00,4,270,3,135,6.5,187,138,1.8,2010,2,7,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T10:00:00,3,285,4,187,7.5,87,98,2.1,2010,2,7,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T11:00:00,3,245,2,217,8.1,58,88,2,2010,2,7,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T12:00:00,2,244,3,149,8.2,100,43,0.9,2010,2,7,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T13:00:00,2,210,1,188,8.6,80,340,1,2010,2,7,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T14:00:00,1,186,2,162,8.9,89,297,2,2010,2,7,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T15:00:00,7,205,1,186,9.8,96,281,3.5,2010,2,7,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T16:00:00,7,246,8,158,10.3,82,277,4.8,2010,2,7,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T17:00:00,7,250,8,195,10.5,87,278,5.3,2010,2,7,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T18:00:00,7,333,8,173,10.7,53,274,5.7,2010,2,7,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T19:00:00,7,372,8,149,10.2,56,268,5.2,2010,2,7,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T20:00:00,7,329,8,145,9.5,73,261,4.6,2010,2,7,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T21:00:00,7,295,8,145,8.3,98,256,3.3,2010,2,7,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T22:00:00,7,262,5,174,7.6,138,246,3.1,2010,2,7,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-07T23:00:00,7,223,5,173,7,151,236,2.6,2010,2,7,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T00:00:00,5,181,7,165,7,147,229,2.5,2010,2,8,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T01:00:00,7,189,4,159,6.6,182,226,2,2010,2,8,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T02:00:00,7,173,4,157,6.3,204,219,1.8,2010,2,8,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T03:00:00,7,186,6,160,6.1,204,220,1.7,2010,2,8,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T04:00:00,4,183,7,172,6.2,204,201,1.9,2010,2,8,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T05:00:00,4,167,7,159,6,247,197,1.5,2010,2,8,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T06:00:00,4,191,5,151,5.9,251,185,1.6,2010,2,8,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T07:00:00,4,199,5,155,5.9,220,182,1.8,2010,2,8,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T08:00:00,4,224,5,146,6,220,176,1.8,2010,2,8,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T09:00:00,4,266,3,130,6.7,184,140,1.8,2010,2,8,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T10:00:00,3,283,4,182,7.7,82,102,2.1,2010,2,8,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T11:00:00,3,239,2,212,8.2,56,92,1.9,2010,2,8,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T12:00:00,2,247,3,151,8.4,96,46,0.7,2010,2,8,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T13:00:00,2,212,1,192,8.7,78,331,0.9,2010,2,8,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T14:00:00,1,181,2,162,9.2,82,290,2.1,2010,2,8,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T15:00:00,7,217,1,182,9.9,94,279,3.7,2010,2,8,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T16:00:00,7,249,1,157,10.6,80,275,4.8,2010,2,8,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T17:00:00,7,261,8,185,10.8,82,276,5.4,2010,2,8,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T18:00:00,7,332,8,166,10.8,53,272,5.7,2010,2,8,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T19:00:00,7,367,8,146,10.4,58,266,5.3,2010,2,8,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T20:00:00,7,327,8,145,9.7,67,260,4.7,2010,2,8,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T21:00:00,7,285,8,147,8.4,98,254,3.4,2010,2,8,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T22:00:00,7,259,5,169,7.8,133,247,3.3,2010,2,8,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-08T23:00:00,7,218,5,174,7.3,142,235,2.8,2010,2,8,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T00:00:00,5,176,7,163,7.2,144,229,2.7,2010,2,9,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T01:00:00,7,179,4,171,6.9,171,224,2.2,2010,2,9,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T02:00:00,7,178,4,153,6.5,211,220,1.9,2010,2,9,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T03:00:00,7,184,4,157,6.3,202,219,1.8,2010,2,9,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T04:00:00,4,183,7,170,6.4,198,200,2,2010,2,9,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T05:00:00,4,171,7,148,6.1,241,196,1.6,2010,2,9,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T06:00:00,4,196,5,151,6,244,189,1.8,2010,2,9,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T07:00:00,4,201,5,161,6.1,213,183,1.9,2010,2,9,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T08:00:00,4,226,5,141,6.1,216,176,1.9,2010,2,9,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T09:00:00,4,254,3,138,6.7,196,143,1.9,2010,2,9,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T10:00:00,3,284,4,179,7.7,87,106,2.3,2010,2,9,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T11:00:00,3,250,2,216,8.5,53,96,2.1,2010,2,9,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T12:00:00,2,240,3,161,8.5,96,67,0.8,2010,2,9,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T13:00:00,2,215,1,194,8.8,71,327,0.7,2010,2,9,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T14:00:00,1,179,2,162,9.4,84,281,2,2010,2,9,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T15:00:00,7,210,1,171,10.2,87,275,3.7,2010,2,9,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T16:00:00,7,253,8,145,10.9,78,271,4.9,2010,2,9,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T17:00:00,7,273,8,177,11,78,274,5.6,2010,2,9,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T18:00:00,7,330,8,171,11.1,51,270,5.8,2010,2,9,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T19:00:00,7,364,8,144,10.6,56,265,5.3,2010,2,9,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T20:00:00,7,321,8,148,9.9,64,259,4.7,2010,2,9,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T21:00:00,7,276,5,151,8.6,93,252,3.5,2010,2,9,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T22:00:00,7,260,5,169,8,124,243,3.3,2010,2,9,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",02-09T23:00:00,7,223,5,183,7.4,136,231,2.9,2010,2,9,23
